ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
121DD7DD23CB1335,docked_bike,2021-02-03 23:11:28,2021-02-03 23:18:28,Hoboken Ave at Monmouth St,JC105,Christ Hospital,JC034,40.735208,-74.046964,40.734786,-74.050444,member
FD73FB85F008349D,docked_bike,2021-02-27 16:34:05,2021-02-27 16:56:40,Newport Pkwy,JC008,Marin Light Rail,JC013,40.728744,-74.032108,40.71458403535893,-74.04281705617905,member
39F9E6663CB5FDF6,docked_bike,2021-02-26 23:16:04,2021-02-26 23:22:25,Journal Square,JC103,Baldwin at Montgomery,JC020,40.73367,-74.0625,40.7236589,-74.0641943,member
A64745CB0792EC6F,docked_bike,2021-02-24 16:51:50,2021-02-24 17:16:09,Hoboken Ave at Monmouth St,JC105,Hoboken Ave at Monmouth St,JC105,40.735208,-74.046963,40.73520838045357,-74.04696375131607,casual
75CC76EB9543764A,docked_bike,2021-02-24 20:44:16,2021-02-24 20:44:46,Hoboken Ave at Monmouth St,JC105,Hoboken Ave at Monmouth St,JC105,40.735208,-74.046963,40.73520838045357,-74.04696375131607,member
9E512D211620A136,docked_bike,2021-02-12 20:03:24,2021-02-12 20:18:34,Newport Pkwy,JC008,Paulus Hook,JC002,40.728744,-74.032108,40.7141454,-74.0335519,casual
381EF1361C1A6DB8,docked_bike,2021-02-16 19:39:39,2021-02-16 19:41:59,Newark Ave,JC032,Monmouth and 6th,JC075,40.721525,-74.046305,40.725685,-74.04879,member
928FA29F84E99326,docked_bike,2021-02-12 18:14:07,2021-02-12 18:19:49,Newport Pkwy,JC008,Warren St,JC006,40.728744,-74.032108,40.7211236,-74.03805095,member
A7E2FCAC8E229A75,docked_bike,2021-02-16 05:17:11,2021-02-16 05:22:09,Newport Pkwy,JC008,Warren St,JC006,40.728744,-74.032108,40.7211236,-74.03805095,member
A591312D7A1533DD,docked_bike,2021-02-10 11:44:47,2021-02-10 11:52:30,Newport Pkwy,JC008,Warren St,JC006,40.728744,-74.032108,40.7211236,-74.03805095,member
DA917A5A770BB921,docked_bike,2021-02-25 05:55:02,2021-02-25 06:01:45,Hoboken Ave at Monmouth St,JC105,Newport PATH,JC066,40.735208,-74.046963,40.7272235,-74.0337589,casual
91EE894EDB054D1D,docked_bike,2021-02-25 14:22:40,2021-02-25 15:05:18,Hoboken Ave at Monmouth St,JC105,Newport PATH,JC066,40.735208,-74.046963,40.7272235,-74.0337589,member
00BA19D55F5C4D5F,docked_bike,2021-02-27 15:44:07,2021-02-27 15:59:40,Newport Pkwy,JC008,Van Vorst Park,JC035,40.728744,-74.032108,40.71848892,-74.047726625,member
C29080C1B25BF636,docked_bike,2021-02-17 16:06:36,2021-02-17 16:08:58,5 Corners Library,JC018,Hilltop,JC019,40.734961,-74.059503,40.7311689,-74.0575736,member
8E3741BD012732D8,docked_bike,2021-02-16 19:46:39,2021-02-16 19:56:24,Newark Ave,JC032,Grand St,JC102,40.721525,-74.046305,40.715178,-74.037683,member
532195C2DDA105CE,docked_bike,2021-02-16 13:36:42,2021-02-16 14:03:05,Newport Pkwy,JC008,Jersey & 6th St,JC027,40.728744,-74.032108,40.72528910781132,-74.04557168483734,member
ECCEA934882DE00C,docked_bike,2021-02-07 22:58:13,2021-02-07 23:07:55,Newport Pkwy,JC008,Jersey & 6th St,JC027,40.728744,-74.032108,40.72528910781132,-74.04557168483734,casual
75334C6D460251F0,docked_bike,2021-02-24 18:38:05,2021-02-24 18:45:14,5 Corners Library,JC018,Brunswick St,JC023,40.734961,-74.059503,40.7241765,-74.0506564,member
4214A9E07D15C564,docked_bike,2021-02-15 13:00:21,2021-02-15 13:09:05,Journal Square,JC103,Lincoln Park,JC053,40.73367,-74.0625,40.7246050998869,-74.07840594649315,casual
533977109CABC060,docked_bike,2021-02-25 21:49:44,2021-02-25 21:59:03,Washington St,JC098,Marin Light Rail,JC013,40.724294,-74.035483,40.714584,-74.042817,member
73FC4C7401D9011D,docked_bike,2021-02-20 12:01:48,2021-02-20 12:39:35,Newark Ave,JC032,Marin Light Rail,JC013,40.721525,-74.046304,40.71458403535893,-74.04281705617905,member
9698FCC7D1CEF293,docked_bike,2021-02-12 12:15:18,2021-02-12 12:29:27,Newark Ave,JC032,Marin Light Rail,JC013,40.721525,-74.046304,40.71458403535893,-74.04281705617905,member
2C6556BA2D7A999A,docked_bike,2021-02-12 18:23:54,2021-02-12 18:28:25,Montgomery St,JC099,Marin Light Rail,JC013,40.71942,-74.05099,40.71458403535893,-74.04281705617905,member
7FBF0CE36B01A60F,docked_bike,2021-02-19 19:21:53,2021-02-19 19:27:56,Montgomery St,JC099,Marin Light Rail,JC013,40.71942,-74.05099,40.71458403535893,-74.04281705617905,member
AD94D5AB91C1B835,docked_bike,2021-02-16 17:15:33,2021-02-16 17:17:35,York St,JC096,Marin Light Rail,JC013,40.71649,-74.04105,40.71458403535893,-74.04281705617905,member
705C73556BC24324,docked_bike,2021-02-06 15:55:10,2021-02-06 16:37:51,Marin Light Rail,JC013,Marin Light Rail,JC013,40.714584,-74.042817,40.71458403535893,-74.04281705617905,member
9C128942992AA455,docked_bike,2021-02-25 14:11:48,2021-02-25 14:42:38,Morris Canal,JC072,Marin Light Rail,JC013,40.712418,-74.038525,40.71458403535893,-74.04281705617905,casual
3E65911A9D0D6BFC,docked_bike,2021-02-21 14:25:22,2021-02-21 14:34:20,Communipaw & Berry Lane,JC084,Marin Light Rail,JC013,40.714358,-74.06661,40.71458403535893,-74.04281705617905,member
6ACA68E36D3BC9B7,docked_bike,2021-02-10 11:58:52,2021-02-10 12:10:30,Monmouth and 6th,JC075,Marin Light Rail,JC013,40.725685,-74.04879,40.714584,-74.042817,member
CD550743E5BBDAC1,docked_bike,2021-02-17 17:30:02,2021-02-17 17:41:18,Monmouth and 6th,JC075,Marin Light Rail,JC013,40.725685,-74.04879,40.71458403535893,-74.04281705617905,casual
FBDE318A2D901C4E,docked_bike,2021-02-23 11:12:54,2021-02-23 11:25:29,Baldwin at Montgomery,JC020,Marin Light Rail,JC013,40.723658,-74.064194,40.71458403535893,-74.04281705617905,member
3D549EC4AF47DCF0,docked_bike,2021-02-23 09:32:18,2021-02-23 09:40:42,Liberty Light Rail,JC052,Marin Light Rail,JC013,40.711242,-74.055701,40.714584,-74.042817,member
AD5C9B417470F260,docked_bike,2021-02-24 21:13:19,2021-02-24 21:20:48,Liberty Light Rail,JC052,Marin Light Rail,JC013,40.711242,-74.055701,40.71458403535893,-74.04281705617905,member
CC00C8D323B9DDA3,docked_bike,2021-02-27 23:59:44,2021-02-28 00:43:51,Newark Ave,JC032,Newark Ave,JC032,40.721525,-74.046304,40.72152515,-74.046304543,casual
B6DD5B1C18384383,docked_bike,2021-02-20 09:04:42,2021-02-20 09:21:22,Newport Pkwy,JC008,York St,JC096,40.728744,-74.032108,40.71649,-74.04105,casual
6DB6C71380338F9B,docked_bike,2021-02-12 22:17:04,2021-02-12 22:27:39,5 Corners Library,JC018,Christ Hospital,JC034,40.734961,-74.059503,40.734785818,-74.050443636,casual
3B9B1300DC0E6354,docked_bike,2021-02-19 20:59:05,2021-02-19 21:15:32,Journal Square,JC103,Leonard Gordon Park,JC080,40.73367,-74.0625,40.74590996631558,-74.0572714805603,member
3905B80FF4338E89,docked_bike,2021-02-26 12:47:56,2021-02-26 12:52:40,Pershing Field,JC024,Christ Hospital,JC034,40.742677,-74.051788,40.734785818,-74.050443636,member
20AA597D2D4AF67D,docked_bike,2021-02-24 16:28:36,2021-02-24 16:47:42,Heights Elevator,JC059,Leonard Gordon Park,JC080,40.748715,-74.040443,40.74590996631558,-74.0572714805603,member
71C48ED78191B324,docked_bike,2021-02-22 11:16:39,2021-02-22 11:24:05,Heights Elevator,JC059,Christ Hospital,JC034,40.748715,-74.040443,40.734785818,-74.050443636,member
E3C939BBB8101E5E,docked_bike,2021-02-17 14:43:16,2021-02-17 15:00:28,Washington St,JC098,Christ Hospital,JC034,40.724294,-74.035482,40.734785818,-74.050443636,casual
209609C6BD1A09CC,docked_bike,2021-02-20 11:45:32,2021-02-20 11:56:05,Newark Ave,JC032,Christ Hospital,JC034,40.721525,-74.046304,40.734785818,-74.050443636,member
37DE2D8A86F81DAF,docked_bike,2021-02-15 09:51:04,2021-02-15 10:01:40,Newark Ave,JC032,Christ Hospital,JC034,40.721525,-74.046304,40.734785818,-74.050443636,member
8B789C7EE3BA3C87,docked_bike,2021-02-05 04:58:49,2021-02-05 05:42:27,Astor Place,JC077,Leonard Gordon Park,JC080,40.719282,-74.071262,40.74591,-74.057271,member
9705F1C04FD0BC97,docked_bike,2021-02-26 12:02:12,2021-02-26 12:23:55,Sip Ave,JC056,Union St,JC051,40.730897,-74.063912,40.7182113,-74.0836394,casual
5D1C2A03F04D40D5,docked_bike,2021-02-25 13:02:37,2021-02-25 13:09:24,Hoboken Ave at Monmouth St,JC105,Hamilton Park,JC009,40.735208,-74.046964,40.727596,-74.044247,member
DF79935B2EE2A42B,docked_bike,2021-02-10 14:18:31,2021-02-10 14:29:13,Newark Ave,JC032,Sip Ave,JC056,40.721525,-74.046305,40.730897,-74.063913,member
E32F1B344B489631,docked_bike,2021-02-11 22:53:53,2021-02-11 23:28:34,Journal Square,JC103,Jackson Square,JC063,40.73367,-74.0625,40.71113,-74.0789,casual
F081439400F72A1C,docked_bike,2021-02-09 15:07:07,2021-02-09 15:26:06,Communipaw & Berry Lane,JC084,Sip Ave,JC056,40.714358,-74.06661,40.73089709786179,-74.06391263008118,member
C532BFB990942391,docked_bike,2021-02-04 06:43:21,2021-02-04 06:51:33,Newark Ave,JC032,Washington St,JC098,40.721525,-74.046305,40.724294,-74.035483,member
FDDF10928AAB3C12,docked_bike,2021-02-14 09:27:33,2021-02-14 09:43:06,McGinley Square,JC055,Washington St,JC098,40.725339,-74.067622,40.7242941,-74.0354826,casual
