ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
ABBBB4D89C620898,docked_bike,2021-03-03 10:32:07,2021-03-03 10:32:40,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,member
987BC8C414C77F3E,docked_bike,2021-03-14 00:21:37,2021-03-14 00:22:59,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,casual
342C5C515F0F8BCB,docked_bike,2021-03-21 14:39:46,2021-03-21 15:33:10,Jackson Square,JC063,Warren St,JC006,40.71113,-74.0789,40.7211236,-74.03805095,casual
AB28945141163E31,docked_bike,2021-03-14 00:27:21,2021-03-14 00:31:07,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,casual
4F5758803BC3DE72,docked_bike,2021-03-12 20:45:29,2021-03-13 08:58:59,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,member
115884D3B2FA8E7F,docked_bike,2021-03-10 02:57:18,2021-03-10 03:00:45,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,casual
6C8EE2028107A145,docked_bike,2021-03-26 17:31:12,2021-03-26 17:33:11,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,casual
2BAE2B8322A868DA,docked_bike,2021-03-08 13:22:17,2021-03-08 14:08:53,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,member
643F5088686A967C,docked_bike,2021-03-14 00:25:48,2021-03-14 00:31:08,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,casual
0D2352819ED9D9FE,docked_bike,2021-03-10 03:06:53,2021-03-10 03:40:58,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,casual
4C43EA3F03AF612F,docked_bike,2021-03-10 06:20:54,2021-03-10 06:24:27,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,member
9955A9C292DDF25F,docked_bike,2021-03-13 15:17:14,2021-03-13 15:39:28,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,casual
13183A54ED165567,docked_bike,2021-03-17 17:48:51,2021-03-17 18:47:51,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,member
B914E78A1259E6CD,docked_bike,2021-03-09 19:09:15,2021-03-09 19:24:24,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,casual
1D1EDFC9816C6B96,docked_bike,2021-03-22 00:12:04,2021-03-22 01:15:51,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,casual
3A33C9C40DF6AA6F,docked_bike,2021-03-10 03:06:32,2021-03-10 03:41:02,Jackson Square,JC063,Jackson Square,JC063,40.71113,-74.0789,40.71113,-74.0789,casual
